reviewer_id,timestamp,company_name,company_type,company_size,company_address,is_review,review_content
7833bb,7 tháng trước,123 Website,product,51-150,318 Phan Văn Trị Binh Thanh Ho Chi Minh,TRUE,"công ty chuyên về wordpress nên được học hỏi nhiều trick hay, làm theme plugin chuyên sâu. sếp định hướng tốt, không micromanage."
62da47,7 tháng trước,123 Website,product,51-150,318 Phan Văn Trị Binh Thanh Ho Chi Minh,TRUE,"app android ios làm bằng flutter, maui nên tech khá mới. leader chịu chia sẻ, mình nâng cấp kỹ năng khá nhanh khi làm ở đây."
a21e4d,7 tháng trước,123 Website,product,51-150,318 Phan Văn Trị Binh Thanh Ho Chi Minh,TRUE,"mới vào 1 tuần nhưng cảm nhận được sự thân thiện và chuyên nghiệp. onboarding kỹ lưỡng, có mentor kèm cặp sát."
7c9ae0,7 tháng trước,123 Website,product,51-150,318 Phan Văn Trị Binh Thanh Ho Chi Minh,TRUE,"công ty dùng . net bài bản, code sạch, quy trình rõ. có ci cd, source quản lý nghiêm túc. hài lòng về kỹ thuật."
7cf1fe,7 tháng trước,123 Website,product,51-150,318 Phan Văn Trị Binh Thanh Ho Chi Minh,TRUE,"làm content mà hiểu tech là điều hiếm có. nhờ teamwork với dev nên mình hiểu hơn về sản phẩm, viết chuẩn seo hiệu quả hơn."
115ada,7 tháng trước,123 Website,product,51-150,318 Phan Văn Trị Binh Thanh Ho Chi Minh,TRUE,"khách hàng của công ty đa dạng, có trải nghiệm làm nhiều ngành nghề. công ty áp dụng quy trình agile linh hoạt và hiệu quả."
f3422e,7 tháng trước,123 Website,product,51-150,318 Phan Văn Trị Binh Thanh Ho Chi Minh,TRUE,"sếp tin tưởng team, giao cho mình quản lý kỹ thuật từ sớm. lâu rồi mới thấy một công ty khơi gợi được tinh thần ownership như vậy."
567ed9,7 tháng trước,123 Website,product,51-150,318 Phan Văn Trị Binh Thanh Ho Chi Minh,TRUE,"công ty làm việc bài bản, có quy trình rõ ràng, được training thường xuyên. mình từ fresher lên được middle là nhờ môi trường ở đây."
e2dd67,7 tháng trước,123 Website,product,51-150,318 Phan Văn Trị Binh Thanh Ho Chi Minh,TRUE,"không khí làm việc tích cực, không drama. sếp không soi tiểu tiết, miễn đạt kết quả tốt là được. rất tôn trọng chuyên môn."
76d019,7 tháng trước,123 Website,product,51-150,318 Phan Văn Trị Binh Thanh Ho Chi Minh,TRUE,"mình làm remote vẫn được hỗ trợ đầy đủ, họp đều đặn và update công việc rõ ràng. lương chuyển đúng hạn, môi trường minh bạch."
e12c34,7 tháng trước,123 Website,product,51-150,318 Phan Văn Trị Binh Thanh Ho Chi Minh,TRUE,"làm support nhưng không bị áp kpi phi lý. mình được training kỹ, có tài liệu đầy đủ. khách hàng của công ty cũng khá văn minh."
90299f,7 tháng trước,123 Website,product,51-150,318 Phan Văn Trị Binh Thanh Ho Chi Minh,TRUE,"mình từng làm ở công ty lớn, qua đây thấy quy trình gọn hơn, nhưng vẫn rất bài bản. không quan liêu, team thân thiện."
1f7a98,7 tháng trước,123 Website,product,51-150,318 Phan Văn Trị Binh Thanh Ho Chi Minh,TRUE,"làm part time vẫn được coi trọng như full time. lịch linh hoạt, có thể trao đổi với quản lý nếu cần nghỉ hoặc dời lịch."
d145fb,7 tháng trước,123 Website,product,51-150,318 Phan Văn Trị Binh Thanh Ho Chi Minh,TRUE,"làm web với react, vuejs ở đây sướng. thiết kế đưa rõ ràng, không phải đoán. dev được đưa ý kiến để cải thiện ui ux."
7b1a70,7 tháng trước,123 Website,product,51-150,318 Phan Văn Trị Binh Thanh Ho Chi Minh,TRUE,công ty thân thiện. làm việc có trách nhiệm. sẽ ủng hộ công ty này dài hạn.
2ce85e,10 tháng trước,123 Website,product,51-150,318 Phan Văn Trị Binh Thanh Ho Chi Minh,TRUE,"né gấp nha mấy bạn, giống như mấy cmt kia , bảo hiểm thì không đóng vào app thì nợ mấy tháng gần cả năm khám bệnh chụp bill lại thì kiếm cớ né tránh không chi trả, làm việc thì toàn hứa sếp như quần què"
01f161,6 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"mình làm sales ở đây hơn 1 năm, chứng kiến công ty từ 20 người lên hơn 100 người, chính sách kd nhiều khi không ổn lắm nhưng được cái lương sales so với các công ty khác khá cao. ngoài ra văn hóa dn xây dựng rất tốt, tinh thần đoàn kết và ăn chơi nhảy múa cao."
a68738,6 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"đã từng làm ở đây, những member làm trên 6 tháng vào chính thức thưởng tết cũng chỉ được 500k , còn những member dưới 6 tháng vừa không được đóng bh lại không có thưởng tết, ngày lễ, tết dương, trung thu không có gì, nói chung chế độ phúc lợi kém, lương thì bèo, môi trường thì chán. có ông [PERSON] giám đốc quen được mấy bọn nhà báo nên lên truyền hình cho hay thôi chứ thực chất chả có cái vẹo gì"
9.70E+23,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,FALSE,em lên web thấy công ty có nhiều khách to lắm mà nhỉ [COMPANY] rồi [COMPANY] các kiểu
d6e87a,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"nói chung thì éo có gì để nói, chỉ là công ty này không nên vào làm anh em à"
dcfb04,2 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"lương thưởng làm gì có đâu, review lương thì 12 tháng tính từ thời gian ký hợp đồng, nhưng có thể bị reject không tăng. sếp thì toàn soi rồi dìm nhân viên. đéo hiểu sao có người gắn bó lâu dài ở đây được"
77b445,1 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,FALSE,"em chuẩn bị ứng tuyển vị trí cskh, mọi người cho em xin review về công việc, lương thưởng, các chế độ tại công ty hiện tại với ạ"
23b570,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"công ty như sshit , né gấp kẻo hối hận"
f4c3f6,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"không còn từ nào có thể miêu tả được người sếp ở đây cái gì cũng chen vào xử lý, từ việc nhỏ nhất. lúc nào cũng quát mắng to tiếng đập bàn đập ghế với nhân viên, luôn coi mình là đúng cũng phải công ty của ông thích làm đéo gì thì ông làm quản lí cấp trung vào làm được 1 thời gian là chạy mất dép vì éo chịu nổi tính sếp. bod lật mặt nhanh như trở bàn tay, nghỉ cũng không yên, tìm mọi cách trừ lương. đồng nghiệp mọi người khá hoà đồng, vui vẻ, thân thiện. không gian làm việc thoáng. tuy nhiên, sẽ có những con người lắm chuyện, hay chọc bạn sau lưng lúc nào mà bạn đéo biết."
41979e,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,công ty sida nhất từng làm
a47a6a,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"trong đợt dịch thứ 2 bùng phát thì đúng lúc công ty tổ chức đi du lịch. mọi người ai cũng sợ đi, nhân viên trong hcm mới bàn không đi nữa thì sếp t mới nổi khùng, bảo là giờ ai không đi thì bỏ tiền túi ra đền tiền máy bay. nghe buồn cười ép nhân viên đi. nch công ty làm việc không chuyên nghiệp sếp t lúc nào bị khách chửi họp sẵn sàng đm nhân viên như thường."
cd92c2,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,FALSE,"ai mới nghỉ cho mình xin ít review tình hình công ty, chế độ hiện tại với!"
6ce887,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,FALSE,"bản thân là 1 khách hàng dùng phần mềm, mình có 1 vài nhận xét như sau về phần mềm phần mềm rất nhiều bug, nhiều chức năng, nghiệp vụ chưa đúng với logic thực tế bên ngoài của doanh nghiệp, đã có gửi report, yêu cầu nhưng không được đáp ứng và được đáp trả lại bởi mấy anh dev nói chuyện khá cục súc. mỗi khi update phần mềm, không hề có thông báo kế hoạch cho khách hàng, dẫn đến làm việc gián đoạn, update xong lỗi tùm lum, khách hàng đi báo bug như tester vậy về support lực lượng support khá mỏng, những vấn đề công lương hàng tháng mà phản hồi rất chậm. đội support non kinh nghiệm, không hiểu nghiệp vụ doanh nghiệp. còn rất nhiều vấn đề khác nữa. nói chung là chán."
1d4e5b,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"sếp cục súc, chửi nhân viên thì không ra gì. mới vào được nửa tháng mà đêm ngủ giật mình thom thóp. lượn nhanh còn kịp"
b81484,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,trong chán thì ngoài cũng đừng thèm. có thời gian sẽ review hết từ chế độ đến môi trường
df8c0e,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,FALSE,không biết công ty còn quỵt tiền của nhân viên không?
edddfe,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"công ty như lìn, không nên apply. sẽ phải hối hận"
bb0d6c,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"pm thì như ma trận, mỗi chỗ 1 kiểu, đã vậy còn hay lỗi hay thiếu nhưng được cái mấy ông dev hài lòng về sản phẩm của mình lắm các bác ạ. làm việc được mấy tháng mà sợ chạy mất dép, nói chung là không nên vào, phí thanh xuân mấy tháng rồi mà chả được cái gì."
6342c0,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"công ty như cái quần què, giẻ rách, keo kiệt, bủn xỉn, từ ceo cho tới đội dev. mấy review tốt tốt chắc giờ thuê được marketing dập rồi"
afd2b5,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"mình review thời gian hiện tại của công ty tháng 6 2020 đóng bảo hiểm thử việc xong 2 tháng, nhưng công ty chưa đóng bảo hiểm khi đã làm 4 tháng phần mềm lỗi thì khỏi phải bàn, xuất báo cáo chắc 1 2 ngày mới xong, chỉ được mỗi cái giao diện copy ở mấy trang nước ngoài về nhìn có cảm tình hơn mấy pm cũ cũ. lương tin tuyển dụng rõ cao nhưng thực tế nèo tèo, nhân viên nghỉ liên tục. kn 2 3 năm trả 7 8 tr, với chả bh có chuyện tăng lương, làm 2 3 năm tăng được 500k"
2bab25,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,FALSE,"trước thấy có bài báo thấy bảo sếp cho nhân viên nghỉ tết sớm cứ tưởng chế độ ổn, định apply vào làm. dưng đợt thấy tin tuyển dụng mức lương không phù hợp lắm nên thôi. trong topic có khá nhiều review trái chiều không biết thực hư sao, nhưng không có lửa sao có khói"
5cc0b6,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"review chút còn vô hay không là do các bác sếp như gấu trúc kinh kinh, hở tí là chửi nhân viên, không biết đúng sai cũng cứ chửi đã và không nghe giải thích?, công ty không có nghỉ phép, được mỗi cái phụ cấp gửi xe thì đi muộn mấy phút cũng trừ, đãi ngộ nhân viên kém"
eedaf8,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"em vừa vào, được phết mà. đợi 1 năm sau quay lại đánh giá lại nhé"
ff022f,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"mới vào, được quan tâm phết công việc chưa có gì khó chịu sẽ kiểm nghiệm báo lại anh em sau 3 tháng nữa"
99c6f9,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,FALSE,đm chúng m muốn phỏng dái miền nam à
e82546,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,FALSE,công ty ra tết có đang tuyển dụng không các bác. các bác được thưởng tết mấy tháng thế ? công ty em được mỗi tháng lương
4d5594,6 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"né đi các bác! công ty này chán từ tất cả mọi thứ luôn. sếp trông như con gấu, làm việc thì như con hổ mà lương lậu như con kiến còn đãi ngộ thì tàng hình nói chung là sếp khinh người, văn hoá công ty không có và nhân viên ở lại thì ếch ngồi đáy giếng tâng bốc nhau."
0ed7ec,6 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"đã từng làm việc ở đây, chưa gặp công ty nào củ chuối như công ty này, sếp thì bần tiện, bẩn tính cứ có gì không hài lòng là lại về trút giận với nhân viên, còn ăn quỵt lương của nhân viên. khuyên mọi người đừng nên vào đây làm"
f6f0a1,3 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"chức năng phần mềm thì cùi mía. kiểu làm ra để cho học sinh xài mà quảng cáo cho doanh nghiệp xài. dmn! khách hàng toàn than phiền, mà mãi chả bao giờ hoàn tất từ quý này đến quý khác. làm ăn kiểu lừa đảo."
08bcad,1 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"các bạn ơi, các bạn né công ty này ra nhé, công ty là là công ty lừa đảo ạ, em làm chi nhánh hồ chí minh còn bị lừa và quỵt bớt lương. không những lừa nhân viên mà còn lừa đảo cả khách hàng ạ. sếp [PERSON] nói hay nhưng xấu tính và bẩn tính lắm ạ, mong các bạn đọc được và tránh"
c00668,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,FALSE,"ô mấy nhân viên cũ nghỉ việc vẫn còn quay lại đây cắn hả. không biết sang công ty mới đã được lương thưởng hậu hĩnh, chế độ an nhàn, làm ít nhưng tiền nhiều gì chưa nhỉ?"
eed440,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,max sida. méo gì cứ thấy doanh số cao là nghĩ cách hạ được thưởng xuống. không biết giờ đã đỡ bẩn chưa?
e21048,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"cảm thấy may mắn khi rời khỏi đây, chế độ kém, sếp cục súc."
d83e75,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"công ty môi trường khá thoải mái, lương vừa không cao nhưng cũng không thấp, bị cái chính sách thay đổi ành ạch, tháng trước tháng sau chính sách đã khác, nhìn chung cấp trên khá ổn, trừ vài người ở trụ sở hn"
d8de7f,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"review dài thì ít ai đọc, chê bai ngắn thì đầy người xem. mình làm ở đây 2 năm rưỡi rồi chưa muốn rời đi, thứ nhất về những kiến thức mình nhận được, thứ hai là tình cảm gắn bó cùng đồng nghiệp. giờ có bị đuổi thì mới đi thôi. công ty đáng để các bạn thử sức, quan trọng là chính kiến cá nhân và năng lực bản thân mình phát triển đến đâu. hy vọng sẽ được làm đồng nghiệp sắp tới của anh em. welcome welcome"
b8dbc8,3 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"công ty này quỵt lương nhân viên, trốn đóng bảo hiểm và thuế. mọi người nên né không thì đi làm không công đấy"
b1617b,4 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"mình thấy nhiều người review về công ty khá là tệ, mình không biết những người đó đã thực sự làm việc ở đây trước khi review chưa hay chỉ nghe lại, nhưng mình sẽ đánh giá công ty ở đây theo đúng những gì mình được trải qua và cảm nhận về môi trường làm việc mọi người trong công ty vô cùng trẻ trung và năng động tầm 9x là nhiều, khi mới bắt đầu mình còn bỡ ngỡ thì được mọi người giúp đỡ rất nhiệt tình, giúp mình hòa nhập với văn hóa công ty rất nhanh, ngoài ra a trưởng phòng team mình còn là một người rất vui tính và thích chơi game nên mình hay rủ a tp chơi game cùng mọi người trong công ty đặc biệt là các sếp, vô cùng nghiêm túc và nghiêm khắc trong công việc đi làm mà không nghiêm khắc thì nhân viên làm loạn, muốn làm gì thì làm à, còn lúc vui chơi thì mọi người cùng nhau chơi hết mình, lúc đó cảm giác của mình như không còn khoảng cách giữa nhân viên hay leader nữa. lương thưởng lương thử việc, chính thức cũng như thời gian từ thử việc lên chính thức đều được deal lúc đi phỏng vấn rồi, mọi người cảm thấy hợp lý thì mới đi làm thử việc của mình là 6tr, thử việc 1 tháng, lên chính thức là 8tr, lúc ký hợp đồng sẽ có một vài điều khoản khác với deal cái này phải đi làm thật sự mới biết được, tuy nhiên lợi ích sẽ không thiệt đi đâu cả nếu bạn là nhân viên làm việc có tâm và nghiêm túc"
85a087,4 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"đây không phải môi trường để phát triển bản thân. nếu bạn bạn cần học thêm điều gì đó về chuyên môn, mong muốn một môi trường làm việc happy, một doanh nghiệp có văn hóa tốt thì [COMPANY] không phải là chỗ bạn đang tìm. cảm hứng làm việc ở đây cũng"
fc1715,4 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"đã từng chứng kiến có những người đạt được cả trăm triệu một tháng, lương ở đây không phải lương cứng như làm ở các cơ quan nhà nước , ở đây làm việc dựa trên năng lực, người nào làm nhiều hưởng nhiều, làm ít hưởng ít, cơ hội chia đều cho tất cả mọi người. đi làm không làm được chỉ săm soi về khuyết điểm của công ty thì cả đời chả khá được, mấy bạn chê ở đây cho mình hỏi công ty nào hoàn hảo như các bạn miêu tả thế để mình xin vào làm với."
cae29f,4 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"bạn nào yêu thích nghề sale, muốn tăng skill, kiếm nhiều tiền, quen được đồng nghiệp cute hạt me thì nên ứng tuyển vào đây nha. không hề phí đâu"
9d6750,3 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,FALSE,"công ty chỉ tuyển người có laptop thôi hay sao nhỉ, thấy việc nào cũng yêu cầu ứng viên có laptop riêng."
c5fe46,4 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,ngoài e hr xinh ra thì công ty đéo có gì để vào đâu anh em ạ. né gấp còn kịp
bd2ef6,4 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"công ty nào chả có cái nọ cái kia, bù lại đồng nghiệp đúng tình cảm, hòa đồng, làm việc cũng thoải mái chạy số"
5da2fa,4 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"éo biết anh em làm ở đây thế nào, đọc thấy toàn review của mấy bạn nghỉ rồi bức xúc nên quay lại chửi công ty mình làm ở đây hơn 1 năm, nói chung chấm được 7/10 ceo nóng tính nhưng mà tình cảm, xúc động toàn khóc cto thì như người ngoài hành tinh nhưng giỏi vc luôn đ kinh doanh thì nhiệt tình, điềm đạm mỗi tội đầu hói chị trợ lý thì giỏi công ty thiếu trưởng bộ phận nào thì bà í làm hết, mà giờ chắc nghỉ sinh rồi thích nhất văn phòng đẹp, hay tổ chức ăn chơi chế độ thì chưa rõ ràng nhưng làm tốt vẫn được tăng lương chỉ không thích mấy em gái cứ nghĩ mình là bố thiên hạ nên hay vênh mặt"
52bb39,5 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"lúc sale thì nhiệt tình, đến lúc kí hợp đồng triển khai xong rồi, thì dev thụ động chả có support gì hết"
187a61,4 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"đã từng làm ở đây, sản phẩm khá hay và đúng chất thời đại 4.0, khách hàng cũng dễ kiếm và nhu cầu đổi mới cũng cao. cứ tập trung vào làm là có ngay doanh số thôi. môi trường kinh doanh thì trẻ, năng động. sếp cũng không khó tính hcm nhé các mình ơi . chuyện công ty thì có rất nhiều nhưng mình chả quan tâm mấy, chủ yếu vào làm kiếm tiền thôi. nói túm lại là mình thấy ổn. chỉ là không làm lâu được do chuyển đi nơi khác ở rồi"
5c42d3,4 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"mấy con hr [COMPANY] từ đời hr tên [PERSON] làm ăn mất dạy, năng lực tệ hết chỗ nói"
fed64c,4 năm trước,1Office| Workway,product,1/1/1950 0:00,169 Nguyễn Ngọc Vũ Cau Giay Ha Noi,TRUE,"tháng 1 cả thưởng gần trăm củ. tháng 2 nghỉ tết nên sương sương 10m. tháng 3 tập trung nhiều thứ nên có 30m. đây là lương của mình ở. [COMPANY], và mình đ nói xấu công ty. các ông nói xấu toàn kiểu không làm được việc thì mới thế, chứ cứ lương cao như bọn tôi đi xem."
